Name;id;brewery_id;cat_id;style_id;Alcohol By Volume;International Bitterness Units;Standard Reference Method;Universal Product Code;filepath;Description;add_user;last_mod;Style;Category;Brewer;Address;City;State;Country;Coordinates;Website;;;;;;;;;;;
Weizen;1091;977;4;50;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Pennsylvania Brewing;800 Vinial Street;Pittsburgh;Pennsylvania;United States;40.4569; -79.9915;;;;;;;;;;;
Kellerbier;1092;1284;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Triumph Brewing of New Hope;400 Union Square;New Hope;Pennsylvania;United States;40.3659; -74.9544;http://www.triumphbrewing.com/;;;;;;;;;;
American Pale Ale;1093;1258;3;26;5;199999809;0;0;0;;Thomas Hooker American Pale Ale is an extremely vivid; medium-bodied brew. Hooker Pale Ale stresses the crisp bitterness; lingering resin flavor; and aroma of American hops which are characteristic of the most distinctive West Coast Ales. The caramel sweetness of the malt balances the chock-full-of-hops flavor to yield a complex but quite refreshing brew.;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Thomas Hooker Brewing;16 Tobey Road;Bloomfield;Connecticut;United States;41.8087; -72.7108;http://www.hookerbeer.com/;;;;;;
Sled Dog Doppelbock;1094;1333;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Wagner Valley Brewing;9322 State Route 414;Lodi;New York;United States;42.5739; -76.8582;;;;;;;;;;;
Weathertop Doppelbock;1095;866;7;90;7;300000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Milly's Tavern;500 Commercial Street;Manchester;New Hampshire;United States;42.9945; -71.4674;;;;;;;;;;
Wheat Wine;1096;1013;-1;-1;11;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Portsmouth Brewery;56 Market Street;Portsmouth;New Hampshire;United States;43.0781; -70.7575;http://www.portsmouthbrewery.com/;;;;;;;;;
Pioneer Peak Porter;1097;601;2;25;4;300000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Great Bear Brewing;238 North Boundary Street;Wasilla;Alaska;United States;61.5816; -149.439;;;;;;;;;;
Wild Banshee Barleywine;1098;513;-1;-1;9;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Far West Ireland Brewing;;Redmond;Washington;United States;47.6701; -122.118;;;;;;;;;;
Thundermuck Stout;1099;124;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Bill's Tavern & Brewhouse;188 North Hemlock;Cannon Beach;Oregon;United States;45.8981; -123.961;;;;;;;;;;;
Hitachino Nest Real Ginger Brew;11;742;-1;-1;7;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Kiuchi Shuzou Goushi Kaisya;1257; Kounsosu;Ibaraki;Kanto;Japan;;;;;;;;;;;;
Adriaan;110;620;-1;-1;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Haarlems Biergenootschap Jopen;R Pereboomweg 13 achter;Haarlem;;Netherlands;52.3795; 4.6377;;;;;;;;;;;
Solidarity;1100;904;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;New Albanian Brewing;3312 Plaza Drive;New Albany;Indiana;United States;38.3281; -85.8171;http://www.newalbanian.com;;;;;;;;;;
Irish Red;1101;444;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Diamond Bear Brewing Co.;323-C Cross Street;Little Rock;Arkansas;United States;34.7473; -92.2839;http://www.diamondbear.com/;;;;;;;;;;
Buccaneer Brown Ale;1102;625;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Ham's Restaurant and Brewhouse;701 Evans Street;Greenville;North Carolina;United States;35.6083; -77.3732;;;;;;;;;;;
Hoppy Hour IPA;1103;834;3;31;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Mash House Restaurant and Brewery;4150 Sycamore Dairy Road;Fayetteville;North Carolina;United States;35.0707; -78.9545;;;;;;;;;;;
Sisyphus Barleywine;1104;1044;-1;-1;11;10000038;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Real Ale Brewing Company;231 San Saba Court;Blanco;Texas;United States;30.113; -98.4156;http://www.realalebrewing.com/;;;;;;;;;
Pallavicini Pilsner;1105;1025;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Pug Ryan's Steakhouse and Brewery;104 Village Place;Dillon;Colorado;United States;39.6282; -106.047;;;;;;;;;;;
Four Alarm Alt;1106;1027;3;38;4;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Pumphouse Brewery & Restaurant;540 Main Street;Longmont;Colorado;United States;40.1688; -105.102;;;;;;;;;;
Hibernator Doppelbock;1107;818;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Main Street Station Casino; Brewery and Hotel;200 North Main Street;Las Vegas;Nevada;United States;36.1755; -115.145;;;;;;;;;;
Silver;1108;860;-1;-1;5;99999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Milagro Brewery and Grill;;Bernalillo;New Mexico;United States;35.3; -106.551;;;;;;;;;;
IPA;1109;1119;3;31;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Schooner's Grille & Brewery;4250 Lone Tree Way;Antioch;California;United States;37.9669; -121.783;;;;;;;;;;;
Leute Bok Bier;111;304;7;90;7;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Brouwerij Van Steenberge;Lindenlaan 25;Ertvelde;Oost-Vlaanderen;Belgium;51.1766; 3.7462;;;;;;;;;;
Thunderhead Amber Ale;1110;1129;3;33;6;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Sequoia Brewing Conoabt;777 East Olive Avenue;Fresno;California;United States;36.7582; -119.802;http://www.sequoiabrewing.com/;;;;;;;;;;
Impale Ale;1111;1145;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Silverado Brewing;3020 St. Helena Highway North;Saint Helena;California;United States;38.5243; -122.497;;;;;;;;;;;
Old Town IPA;1112;1294;3;31;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Tustin Brewing;13011 Newport Avenue #100;Tustin;California;United States;33.7496; -117.812;;;;;;;;;;;
Emancipator;1113;1305;7;90;8;300000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Ukiah Brewing;102 South State Street;Ukiah;California;United States;39.1498; -123.208;;;;;;;;;;
Pale;1114;778;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Left Coast Brewing;1245 Puerta del Sol;San Clemente;California;United States;33.4577; -117.589;;;;;;;;;;;
Black Sheep Espresso Stout;1115;1263;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Thunderhead Brewery;18 East 21st Street;Kearney;Nebraska;United States;40.6966; -99.0815;;;;;;;;;;;
Superhop Ale;1116;76;3;26;5;599999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Barley Creek Brewing;RR 1 Box 185;Tannersville;Pennsylvania;United States;41.0523; -75.3354;http://www.barleycreek.com/;;;;;;;;;
Oatmeal Stout;1117;144;1;21;4;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;Oatmeal Stout;British Ale;Blue Point Brewing;161 River Avenue;Patchogue;New York;United States;40.7591; -73.0215;http://www.bluepointbrewing.com/;;;;;;;;;
5 Czars Imperial Stout;1118;841;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;McKenzie Brew House;451 Wilmington-West Chester Pike;Glen Mills;Pennsylvania;United States;39.8658; -75.5442;http://www.mckenziebrewhouse.com;;;;;;;;;;
Ironhead Porter Old No. 3;1119;537;2;25;6;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Flour City Brewing;;Rochester;New York;United States;43.161; -77.6109;;;;;;;;;;;
La Folie Falling Rock;112;905;-1;-1;6;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;New Belgium Brewing;500 Linden Street;Fort Collins;Colorado;United States;40.5929; -105.07;http://www.newbelgium.com/;;;;;;;;;;
K̦lsch;1120;383;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Cleveland ChopHouse and Brewery;824 West St.Clair Avenue;Cleveland;Ohio;United States;41.4995; -81.6994;;;;;;;;;;;
Slam Dunkel;1121;823;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Manayunk Brewery and Restaurant;4120 Main Street;Philadelphia;Pennsylvania;United States;40.0236; -75.2202;http://www.manayunkbrewery.com/;;;;;;;;;;
Irvington Porter;1122;16;2;25;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Alameda Brewhouse;4765 NE Fremont;Portland;Oregon;United States;45.5484; -122.619;;;;;;;;;;;
Marzen;1123;485;7;84;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;German-Style Oktoberfest;German Lager;EJ Phair Brewing Company and Alehouse;2151 Salvio Street;Concord;California;United States;37.978; -122.034;;;;;;;;;;;
Big Woody Lager;1124;239;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brew Kettle Taproom & Smokehouse BOP;8377 Pearl Road;Strongsville;Ohio;United States;41.347; -81.8226;;;;;;;;;;;
Schaumbergfest;1125;118;7;84;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;German-Style Oktoberfest;German Lager;Big Horn Brewing @ The RAM 2;700 North Milwaukee Avenue;Wheeling;Illinois;United States;42.1511; -87.9144;;;;;;;;;;;
Tannhauser;1126;59;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Augusta Brewing;5221 Water Street;Augusta;Missouri;United States;38.5702; -90.8802;;;;;;;;;;;
Trappist Westvleteren 8;1127;263;5;60;8;0;0;0;;;0;2010-07-22 22:00:00+02:00;Belgian-Style Dubbel;Belgian and French Ale;Brouwerij Abdij Saint Sixtus;Donkerstraat 12;Westvleteren;West-Vlaanderen;Belgium;50.8961; 2.7222;;;;;;;;;;;
Peat Smoked Altbier;1128;1261;8;95;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Three Needs Brewery and Taproom;207 College Street;Burlington;Vermont;United States;44.4771; -73.2115;;;;;;;;;;;
Billings IPA;1129;879;3;31;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Montana Brewing;113 North Broadway;Billings;Montana;United States;45.7822; -108.506;;;;;;;;;;;
Oak Aged IPA;113;1315;-1;-1;6;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Upstream Brewing Company at Legacy;17070 Wright Plaza;Omaha;Nebraska;United States;41.2331; -96.1811;;;;;;;;;;;
Peak One Porter;1130;64;2;25;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Backcountry Brewery;720 Main Street;Frisco;Colorado;United States;39.5765; -106.094;;;;;;;;;;;
Old Smoky;1131;64;8;95;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Backcountry Brewery;720 Main Street;Frisco;Colorado;United States;39.5765; -106.094;;;;;;;;;;;
St. Charles ESB;1132;1379;1;5;4;5;0;0;0;;Our British-style session beer is cask conditioned and dry hopped. Tea colored with a toasted malt flavor; it's an easy drinker with a light mouthfeel and elgeant hop nose.;0;2010-07-22 22:00:00+02:00;Extra Special Bitter;British Ale;Wynkoop Brewing;1634 18th Street;Denver;Colorado;United States;39.7535; -104.998;http://www.wynkoop.com/;;;;;;;;
Wild Turkey Bourbon Stout;1133;440;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Denver ChopHouse and Brewery;1735 19th Street #100;Denver;Colorado;United States;39.7553; -104.997;;;;;;;;;;;
Lucky U Denver Special Bitter;1134;440;-1;-1;4;460000038;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Denver ChopHouse and Brewery;1735 19th Street #100;Denver;Colorado;United States;39.7553; -104.997;;;;;;;;;;
Redwing;1135;440;3;33;4;730000019;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Denver ChopHouse and Brewery;1735 19th Street #100;Denver;Colorado;United States;39.7553; -104.997;;;;;;;;;;
Pale Ale;1136;440;3;26;5;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Denver ChopHouse and Brewery;1735 19th Street #100;Denver;Colorado;United States;39.7553; -104.997;;;;;;;;;;
Oatmeal Stout;1137;440;3;42;6;539999962;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Denver ChopHouse and Brewery;1735 19th Street #100;Denver;Colorado;United States;39.7553; -104.997;;;;;;;;;;
Nut Brown Ale;1138;440;3;38;5;199999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Denver ChopHouse and Brewery;1735 19th Street #100;Denver;Colorado;United States;39.7553; -104.997;;;;;;;;;;
Singletrack Copper Ale;1139;440;3;26;5;570000172;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Denver ChopHouse and Brewery;1735 19th Street #100;Denver;Colorado;United States;39.7553; -104.997;;;;;;;;;;
Tikka Gold;114;304;3;26;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Brouwerij Van Steenberge;Lindenlaan 25;Ertvelde;Oost-Vlaanderen;Belgium;51.1766; 3.7462;;;;;;;;;;;
Buffalo Gold;1140;440;-1;-1;6;300000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Denver ChopHouse and Brewery;1735 19th Street #100;Denver;Colorado;United States;39.7553; -104.997;;;;;;;;;;
Honey Wheat;1141;440;-1;-1;4;460000038;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Denver ChopHouse and Brewery;1735 19th Street #100;Denver;Colorado;United States;39.7553; -104.997;;;;;;;;;;
Pilsner;1142;440;8;95;4;989999771;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Denver ChopHouse and Brewery;1735 19th Street #100;Denver;Colorado;United States;39.7553; -104.997;;;;;;;;;;
Thunder Stout;1143;236;3;42;4;949999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Breckenridge Brewery;471 Kalamath Street;Denver;Colorado;United States;39.7236; -105.001;http://www.breckbrew.com/;;;;;;;;;
Autumn Ale;1144;236;3;38;6;699999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Breckenridge Brewery;471 Kalamath Street;Denver;Colorado;United States;39.7236; -105.001;http://www.breckbrew.com/;;;;;;;;;
Lucky U Denver Special Bitter;1145;236;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Breckenridge Brewery;471 Kalamath Street;Denver;Colorado;United States;39.7236; -105.001;http://www.breckbrew.com/;;;;;;;;;;
471 Pilsner;1146;236;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Breckenridge Brewery;471 Kalamath Street;Denver;Colorado;United States;39.7236; -105.001;http://www.breckbrew.com/;;;;;;;;;;
Mortality Stout;1147;1045;3;42;7;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;ReaperAle;;Foothill Ranch;California;United States;33.6864; -117.66;;;;;;;;;;
Big Hoppy Monster;1148;1243;3;33;8;75;0;0;0;;This mammoth imperial red ale leads with a tantalizing hop aroma that is quickly complemented by an enormous malt backbone & finished with a multitude of hoppy goodness.;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Terrapin Beer Company;196 Alps Road;Athens;Georgia;United States;33.9459; -83.4105;http://www.terrapinbeer.com/;;;;;;;;;
Sublimator Doppelbock;1149;81;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Barley's Casino & Brewing Company;4500 East Sunset Road #30;Henderson;Nevada;United States;36.0721; -115.075;;;;;;;;;;;
La Divine Double Blond;115;179;-1;-1;7;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brasserie de Silly;Rue Ville Basse 141;Silly;Hainaut;Belgium;50.6493; 3.9242;;;;;;;;;;
Strom Bomb Stout;1150;159;3;42;7;300000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Bottom's Up Brewing;402 West Pine Street;Pinedale;Wyoming;United States;42.8666; -109.866;;;;;;;;;;
Black Sand Porter;1151;751;2;25;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Kona Brewing;75-5629 Kuakini Highway;Kailua-Kona;Hawaii;United States;19.642; -155.996;http://www.konabrewingco.com;;;;;;;;;;
Powell Porter;1152;814;2;25;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Main Street Alehouse;333 North Main Avenue;Gresham;Oregon;United States;45.5001; -122.431;;;;;;;;;;;
Eager Beaver IPA;1153;814;3;31;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Main Street Alehouse;333 North Main Avenue;Gresham;Oregon;United States;45.5001; -122.431;;;;;;;;;;;
IPA;1154;376;3;31;6;900000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Cheshire Cat Brewery;7803 Ralston Road;Arvada;Colorado;United States;39.8023; -105.084;;;;;;;;;;
Black Cat Stout;1155;376;3;42;6;150000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Cheshire Cat Brewery;7803 Ralston Road;Arvada;Colorado;United States;39.8023; -105.084;;;;;;;;;;
Fat Cat;1156;376;-1;-1;7;25;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Cheshire Cat Brewery;7803 Ralston Road;Arvada;Colorado;United States;39.8023; -105.084;;;;;;;;;;
Arrogant Brit;1157;376;-1;-1;5;300000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Cheshire Cat Brewery;7803 Ralston Road;Arvada;Colorado;United States;39.8023; -105.084;;;;;;;;;;
Pilsner;1158;376;-1;-1;4;849999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Cheshire Cat Brewery;7803 Ralston Road;Arvada;Colorado;United States;39.8023; -105.084;;;;;;;;;;
Dogtoberfest Octoberfest;1159;540;7;84;5;300000191;0;0;0;;Dogtoberfest are shrouded in mystery; but scholars think it has everything to do with an insane German king and a crazed Oompah band. You can read the full historical record of Dogtoberfest at FlyingDogAles.com. Dogtoberfest is deep mahogany in color with an intriguing caramel finish and brewed with 100% imported German ingredients for a true German flavor.;0;2010-07-22 22:00:00+02:00;German-Style Oktoberfest;German Lager;Flying Dog Brewery;2401 Blake St.;Denver;Colorado;United States;39.7582; -104.99;http://www.flyingdogales.com/;;;;;;;;
La Divine Tripel Amber;116;179;-1;-1;9;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brasserie de Silly;Rue Ville Basse 141;Silly;Hainaut;Belgium;50.6493; 3.9242;;;;;;;;;;;
Lucky U ESB;1160;1064;-1;-1;5;99999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Rock Bottom Restaurant & Brewery - Denver;1001 16th Street #A-100;Denver;Colorado;United States;39.7472; -104.995;;;;;;;;;;
Purple Nightie;1161;1064;-1;-1;6;199999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Rock Bottom Restaurant & Brewery - Denver;1001 16th Street #A-100;Denver;Colorado;United States;39.7472; -104.995;;;;;;;;;;
Rocktoberfest;1162;1064;7;84;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;German-Style Oktoberfest;German Lager;Rock Bottom Restaurant & Brewery - Denver;1001 16th Street #A-100;Denver;Colorado;United States;39.7472; -104.995;;;;;;;;;;;
Dark Knight;1163;78;-1;-1;12;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Barley John's Brewpub;781 Old Highway 8 SW;New Brighton;Minnesota;United States;45.036; -93.1984;;;;;;;;;;;
Sunny Summer Ale;1164;78;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Barley John's Brewpub;781 Old Highway 8 SW;New Brighton;Minnesota;United States;45.036; -93.1984;;;;;;;;;;;
Wit;1165;78;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Barley John's Brewpub;781 Old Highway 8 SW;New Brighton;Minnesota;United States;45.036; -93.1984;;;;;;;;;;;
Old Eight Porter;1166;78;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Barley John's Brewpub;781 Old Highway 8 SW;New Brighton;Minnesota;United States;45.036; -93.1984;;;;;;;;;;;
Wild Brunette;1167;78;-1;-1;7;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Barley John's Brewpub;781 Old Highway 8 SW;New Brighton;Minnesota;United States;45.036; -93.1984;;;;;;;;;;
Stockyard IPA;1168;78;3;31;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Barley John's Brewpub;781 Old Highway 8 SW;New Brighton;Minnesota;United States;45.036; -93.1984;;;;;;;;;;;
Little Barley Bitter;1169;78;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Barley John's Brewpub;781 Old Highway 8 SW;New Brighton;Minnesota;United States;45.036; -93.1984;;;;;;;;;;;
Ename Tripel;117;292;-1;-1;8;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brouwerij Roman;Hauwaart 105;Oudenaarde;Oost-Vlaanderen;Belgium;50.831; 3.6759;;;;;;;;;;
Black H2O Oatmeal Stout;1170;869;1;21;6;199999809;0;0;0;;This is our darkest and most heavy regular offering. It is virtually black in color and features rich roasted malt flavor with a delicate caramel and vanilla finish. It is carbonated and served with the use of nitrogen gas; giving the Black Water a beautiful cascading pour and thick; creamy foam atop your glass. Made with only the freshest American malts and English hops.;0;2010-07-22 22:00:00+02:00;Oatmeal Stout;British Ale;Minneapolis Town Hall Brewery;1430 Washington Avenue South;Minneapolis;Minnesota;United States;44.9732; -93.2479;http://www.townhallbrewery.com/;;;;;;;
Masala Mama IPA;1171;869;3;31;5;900000095;0;0;0;;"Our brewers believe an American IPA should be full of American hops. Masala Mama uses three different West Coast varieties, over five hop additions. This copper-colored ale is not strictly about hops; American pale barley and several caramel malts balance the flavor for a green, toasted caramel finish. The British realized an abundance of hops will help preserve beer ��_ we realized hops can preserve our customers.";0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Minneapolis Town Hall Brewery;1430 Washington Avenue South;Minneapolis;Minnesota;United States;44.9732; -93.2479;http://www.townhallbrewery.com/;;;;;;;;;
